iter	RMSE
373	80.65062867
374	80.57441995
375	80.54750473
376	80.5247216
377	80.42477796
378	80.35550959
379	80.23010566
380	80.19698346
381	80.16502281
382	80.13402249
383	80.08284111
384	80.05815049
385	79.88581164
386	79.84226988
387	79.72383715
388	79.68410203
389	79.63167271
390	79.6241488
391	79.37725932
392	79.3398346
393	79.18879972
394	79.07062355
395	79.04096203
396	78.8822462
397	78.75560163
398	78.60052202
399	78.48625507
400	78.26823404
401	78.24785404
402	78.2187909
403	78.07285246
404	77.97800109
405	77.96843946
406	77.81805327
407	77.7210194
408	77.64110824
409	77.49650335
410	77.38460629
411	77.35263736
412	77.3212623
413	77.29283372
414	77.2859402
415	77.16487637
416	77.10121683
417	76.96842147
418	76.90915129
419	76.88579972
420	76.82021875
421	76.79370896
422	76.67146475
423	76.64288903
424	76.60884783
425	76.53484845
426	76.46354086
427	76.43817262
428	76.41155747
429	76.39715059
430	76.37521823
431	76.33040613
432	76.22364787
433	76.20596097
434	76.18344223
435	76.15191652
436	76.10899261
437	76.09929484
438	76.03173616
439	76.01057162
440	75.81584134
441	75.77208311
442	75.7495257
443	75.72386431
444	75.626998
445	75.58622281
446	75.45364022
447	75.45215577
448	75.32245681
449	75.20945303
450	75.08167522
451	75.06093025
452	75.02770645
453	75.01724053
454	74.92640751
455	74.90633708
456	74.82733647
457	74.71779269
458	74.63922439
459	74.61761135
460	74.60841015
461	74.49828305
462	74.47040614
463	74.36450895
464	74.26224019
465	74.19684234
466	74.17761627
467	74.15884037
468	74.14525958
469	74.12703422
470	74.08648039
471	74.06086338
472	74.01793423
473	73.97131987
474	73.93724191
475	73.86973414
476	73.76864168
477	73.66914993
478	73.57262953
479	73.47930435
480	73.35606227
481	73.2717451
482	73.2408412
483	73.21141276
484	73.210088
485	73.16019004
486	73.14077305
487	73.13508254
488	73.03665786
489	72.94804497
490	72.85550341
491	72.76881612
492	72.75252402
493	72.72586556
494	72.63573811
495	72.60860551
496	72.60391557
497	72.55110877
498	72.49478931
499	72.45319402
500	72.367628
501	72.25217014
502	72.2272618
503	72.20837787
504	72.11522103
505	72.03182769
506	71.97989423
507	71.86416748
508	71.77672921
509	71.66583237
510	71.58003748
511	71.47065881
512	71.44430968
513	71.33743522
514	71.26260743
515	71.17351465
516	71.06860271
517	70.97121778
518	70.94361375
519	70.87508907
520	70.83433309
521	70.83173275
522	70.76474639
523	70.69914797
524	70.69659949
525	70.65263584
526	70.58864348
527	70.5461752
528	70.54319971
529	70.46852991
530	70.44758197
531	70.35742166
532	70.30382777
533	70.24085711
534	70.2219536
535	70.17237747
536	70.04710127
537	70.00166263
538	69.97615587
539	69.88779452
540	69.88668906
541	69.82794446
542	69.77029774
543	69.75231104
544	69.69602101
545	69.69494007
546	69.63994158
547	69.61304798
548	69.52818913
549	69.38814205
550	69.31582846
551	69.23223217
552	69.20011924
553	69.12032161
554	69.11928177
555	69.11800548
556	69.06543836
557	68.98064446
558	68.93598451
559	68.8764165
560	68.81734754
561	68.76697788
562	68.75638433
563	68.68243396
564	68.63366066
565	68.52660978
566	68.48578579
567	68.44607703
568	68.39004705
569	68.38906955
570	68.33759149
571	68.24532687
572	68.1529464
573	68.0632878
574	68.02335051
575	67.94659165
576	67.87470649
577	67.82965217
578	67.7889191
579	67.72668644
580	67.68406876
581	67.63093766
582	67.53298693
583	67.49108099
584	67.41299977
585	67.38947926
586	67.33793184
587	67.2892694
588	67.18552651
589	67.14540169
590	67.11067914
591	67.03494749
592	67.00336646
593	66.98806379
594	66.90013368
595	66.83788409
596	66.79181055
597	66.78961351
598	66.74565189
599	66.70402842
600	66.6671105
601	66.592832
602	66.57699292
603	66.5042484
604	66.46108561
605	66.42903034
606	66.39027028
607	66.35654957
608	66.30828624
609	66.27636634
610	66.27324493
611	66.23804228
612	66.22312818
613	66.18497711
614	66.1531646
615	66.06078692
616	66.05796613
617	65.98685766
618	65.98600506
619	65.94119394
620	65.85323313
621	65.77591783
622	65.69885112
623	65.6274615
624	65.55322734
625	65.48119502
626	65.48035929
627	65.46664226
628	65.36203646
629	65.34216693
630	65.29620758
631	65.25947289
632	65.19083724
633	65.1524716
634	65.09293034
635	65.04526088
636	64.96909909
637	64.9239292
638	64.85376511
639	64.76182069
640	64.73189447
641	64.67697267
642	64.59312722
643	64.53394746
644	64.47624004
645	64.47405654
646	64.44163578
647	64.40937434
648	64.40055369
649	64.39971712
650	64.32130438
651	64.29297393
652	64.27900014
653	64.1977996
654	64.19587708
655	64.16214049
656	64.08233642
657	64.03447794
658	63.96837354
659	63.90381203
660	63.84924174
661	63.84376027
662	63.84307036
663	63.73551714
664	63.67334657
665	63.61202552
666	63.59133323
667	63.54676629
668	63.50642518
669	63.48665111
670	63.48588628
671	63.45653242
672	63.40017643
673	63.35982935
674	63.27938
675	63.21886047
676	63.18067769
677	63.12319362
678	63.08721466
679	63.05623822
680	63.05549933
681	63.02577389
682	62.99456762
683	62.95116934
684	62.8804469
685	62.84063478
686	62.77069948
687	62.70243508
688	62.70060837
689	62.61933491
690	62.57986334
691	62.53447483
692	62.48597751
693	62.45018365
694	62.42275756
695	62.3604745
696	62.29648835
697	62.29536733
698	62.21599257
699	62.21524876
700	62.15939892
701	62.12066522
702	62.09437526
703	62.09283468
704	62.01958822
705	61.96630371
706	61.90875344
707	61.9073897
708	61.88884509
709	61.88511003
710	61.86158024
711	61.83255567
712	61.83016329
713	61.80995974
714	61.75425771
715	61.71831475
716	61.71666501
717	61.68668311
718	61.63479837
719	61.5818964
720	61.57812638
721	61.54710311
722	61.54647261
723	61.51235524
724	61.51072329
725	61.44450901
726	61.44391582
727	61.38768416
728	61.35513435
729	61.35394924
730	61.30701508
731	61.26209182
732	61.26151803
733	61.23849898
734	61.18279789
735	61.14046
736	61.08666382
737	61.03379041
738	60.96332075
739	60.91937026
740	60.90246283
741	60.90105153
742	60.86165875
743	60.86016214
744	60.80452014
745	60.786274
746	60.76249249
747	60.72634156
748	60.69454073
749	60.67553613
750	60.64531847
751	60.58926397
752	60.53303214
753	60.53147809
754	60.4960168
755	60.45445729
756	60.43676157
757	60.39158533
758	60.39110821
759	60.39064573
760	60.30394555
761	60.26462216
762	60.23797406
763	60.19997804
764	60.16699494
765	60.10325584
766	60.0612383
767	60.01875522
768	60.01772148
769	59.96794601
770	59.92716007
771	59.88022293
772	59.84981585
773	59.82867072
774	59.77425577
775	59.71631613
776	59.65871184
777	59.59527725
778	59.55274705
779	59.5263388
780	59.47279858
781	59.44580748
782	59.41996351
783	59.38614713
784	59.36706686
785	59.34108343
786	59.3255618
787	59.30116495
788	59.25657192
789	59.2385589
790	59.23813961
791	59.21511191
792	59.19652668
793	59.1381916
794	59.09450084
795	59.08592629
796	59.06153282
797	59.0103065
798	58.98478007
799	58.92852572
800	58.88551682
801	58.88169977
802	58.87435071
803	58.82432574
804	58.77426807
805	58.76061065
806	58.73814019
807	58.71751056
808	58.68122823
809	58.60925794
810	58.55752543
811	58.54758906
812	58.50904914
813	58.47774623
814	58.46837079
815	58.4459126
816	58.41457513
817	58.38334328
818	58.36755289
819	58.32061599
820	58.27450201
821	58.26479343
822	58.18672652
823	58.14190639
824	58.11903428
825	58.07417057
826	58.04336185
827	58.02234838
828	57.99595497
829	57.99556086
830	57.97501288
831	57.95892037
832	57.92302991
833	57.88575869
834	57.8436337
835	57.82026367
836	57.79530467
837	57.74293831
838	57.74204815
839	57.6929904
840	57.68557316
841	57.64942234
842	57.58843228
843	57.58694745
844	57.55482547
845	57.52147937
846	57.47215137
847	57.42220308
848	57.42177572
849	57.39888261
850	57.34187233
851	57.34151244
852	57.32339602
853	57.29742086
854	57.25902411
855	57.20271744
856	57.15465452
857	57.13099819
858	57.09375969
859	57.06477514
860	57.03663851
861	56.96429471
862	56.933843
863	56.9188441
864	56.84328445
865	56.82054522
866	56.81154731
867	56.78217015
868	56.77278353
869	56.74231246
870	56.71161122
871	56.67726834
872	56.6400573
873	56.58355422
874	56.54982209
875	56.5398939
876	56.50653427
877	56.47819899
878	56.46382639
879	56.4374063
880	56.38510095
881	56.36545561
882	56.33989757
883	56.30621921
884	56.30584936
885	56.23791448
886	56.21987672
887	56.18347187
888	56.11712134
889	56.06353808
890	56.02713891
891	56.02678879
892	56.016613
893	55.99738656
894	55.95552819
895	55.93146241
896	55.89645441
897	55.8589418
898	55.83492105
899	55.78531886
900	55.77760485
901	55.77722343
902	55.74533929
903	55.68194788
904	55.64409141
905	55.60011365
906	55.56503836
907	55.5353378
908	55.52033433
909	55.49506238
910	55.47658712
911	55.43525479
912	55.41322869
913	55.37137179
914	55.32738731
915	55.29852017
916	55.28512896
917	55.2571675
918	55.24435037
919	55.19754261
920	55.17104132
921	55.11877703
922	55.08580905
923	55.0512003
924	55.02725962
925	54.99262977
926	54.94996205
927	54.92467585
928	54.88647621
929	54.83754993
930	54.80595869
931	54.77576809
932	54.75551249
933	54.70897716
934	54.69080688
935	54.66762162
936	54.64961079
937	54.64075813
938	54.60752745
939	54.56015369
940	54.53643744
941	54.50191705
942	54.46865292
943	54.44863153
944	54.43207257
945	54.39128607
946	54.37361983
947	54.33573188
948	54.28663698
949	54.26930916
950	54.1957369
951	54.15872247
952	54.12417626
953	54.0795992
954	54.04485727
955	54.04039232
956	54.02503175
957	53.97495154
958	53.94569389
959	53.9055491
960	53.88049513
961	53.83248996
962	53.80146657
963	53.7544232
964	53.71471183
965	53.68465617
966	53.64484961
967	53.61783493
968	53.59283749
969	53.56681654
970	53.5382411
971	53.52237099
972	53.49685082
973	53.47817239
974	53.44731779
975	53.44501962
976	53.41876088
977	53.40183078
978	53.33937809
979	53.3192638
980	53.29419491
981	53.27068648
982	53.23293994
983	53.2105085
984	53.1918014
985	53.14822019
986	53.1161295
987	53.09105901
988	53.07230429
989	53.05375324
990	53.00770155
991	52.99086145
992	52.97188716
993	52.92888699
994	52.88769433
995	52.85725301
996	52.82544929
997	52.80477067
998	52.76794115
999	52.74789018
